CustomerID,Recency,Monetary,Frequency,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,CustomerID
15400.0,128,13.25,5,Low,Low,Low,"Low, Low, Low",15400
15402.0,149,104.32000000000001,34,Low,Low,High,"Low, Low, High",15402
15405.0,189,10.99,5,Low,Low,Low,"Low, Low, Low",15405
15406.0,31,82.58,42,High,High,High,"High, High, High",15406
15407.0,34,275.69,139,High,High,High,"High, High, High",15407
15408.0,264,39.34,24,Low,Low,Low,"Low, Low, Low",15408
15410.0,84,322.02,106,Low,High,High,"Low, High, High",15410
15411.0,26,231.13,78,High,High,High,"High, High, High",15411
15412.0,171,17.29,7,Low,Low,Low,"Low, Low, Low",15412
15414.0,10,84.69,33,High,Low,High,"High, Low, High",15414
15415.0,313,65.07,43,Low,High,Low,"Low, High, Low",15415
15416.0,65,399.57,165,Low,High,High,"Low, High, High",15416
15417.0,85,52.46,28,Low,Low,Low,"Low, Low, Low",15417
15419.0,25,9.71,6,High,Low,Low,"High, Low, Low",15419
15421.0,59,117.59,49,Low,High,High,"Low, High, High",15421
15422.0,323,18.1,6,Low,Low,Low,"Low, Low, Low",15422
15423.0,38,7.5,1,High,Low,Low,"High, Low, Low",15423
15424.0,254,28.96,15,Low,Low,Low,"Low, Low, Low",15424
15426.0,19,598.28,275,High,High,High,"High, High, High",15426
15427.0,33,540.92,294,High,High,High,"High, High, High",15427
15428.0,15,10.790000000000001,5,High,Low,Low,"High, Low, Low",15428
15429.0,27,138.23,77,High,High,High,"High, High, High",15429
15432.0,23,29.09,10,High,Low,Low,"High, Low, Low",15432
15433.0,214,51.55,41,Low,High,Low,"Low, High, Low",15433
15434.0,8,162.09,50,High,High,High,"High, High, High",15434
15435.0,22,68.97,25,High,Low,Low,"High, Low, Low",15435
15436.0,12,571.21,314,High,High,High,"High, High, High",15436
15437.0,262,111.59,43,Low,High,High,"Low, High, High",15437
15438.0,131,68.99000000000001,23,Low,Low,Low,"Low, Low, Low",15438
15440.0,55,119.5,59,Low,High,High,"Low, High, High",15440
15443.0,2,806.3,347,High,High,High,"High, High, High",15443
15444.0,9,492.78000000000003,206,High,High,High,"High, High, High",15444
15445.0,264,5.050000000000001,3,Low,Low,Low,"Low, Low, Low",15445
15447.0,331,15.34,8,Low,Low,Low,"Low, Low, Low",15447
15448.0,313,55.38,24,Low,Low,Low,"Low, Low, Low",15448
15449.0,26,103.05,57,High,High,High,"High, High, High",15449
15450.0,30,44.73,28,High,Low,Low,"High, Low, Low",15450
15452.0,30,114.56,55,High,High,High,"High, High, High",15452
15453.0,2,552.76,267,High,High,High,"High, High, High",15453
15454.0,362,58.6,24,Low,Low,Low,"Low, Low, Low",15454
15456.0,283,82.92,56,Low,High,High,"Low, High, High",15456
15457.0,262,99.24,57,Low,High,High,"Low, High, High",15457
15458.0,25,8.18,6,High,Low,Low,"High, Low, Low",15458
15460.0,354,116.94,53,Low,High,High,"Low, High, High",15460
15462.0,94,14.55,9,Low,Low,Low,"Low, Low, Low",15462
15463.0,29,12.8,6,High,Low,Low,"High, Low, Low",15463
15464.0,338,359.66,135,Low,High,High,"Low, High, High",15464
15465.0,20,242.94,51,High,High,High,"High, High, High",15465
15466.0,85,98.85,56,Low,High,High,"Low, High, High",15466
15467.0,9,92.48,51,High,High,High,"High, High, High",15467
15468.0,51,62.86,19,High,Low,Low,"High, Low, Low",15468
15469.0,50,49.050000000000004,16,High,Low,Low,"High, Low, Low",15469
15471.0,2,134.64000000000001,74,High,High,High,"High, High, High",15471
15472.0,113,137.58,72,Low,High,High,"Low, High, High",15472
15475.0,77,41.03,28,Low,Low,Low,"Low, Low, Low",15475
15478.0,40,94.79,35,High,Low,High,"High, Low, High",15478
15480.0,116,108.92,37,Low,High,High,"Low, High, High",15480
15482.0,16,113.91,33,High,Low,High,"High, Low, High",15482
15483.0,161,134.59,84,Low,High,High,"Low, High, High",15483
15484.0,1,311.33,157,High,High,High,"High, High, High",15484
15485.0,30,120.51,64,High,High,High,"High, High, High",15485
15489.0,23,88.36,40,High,High,High,"High, High, High",15489
15491.0,95,266.44,123,Low,High,High,"Low, High, High",15491
15492.0,28,39.17,29,High,Low,Low,"High, Low, Low",15492
15493.0,33,698.99,230,High,High,High,"High, High, High",15493
15494.0,21,208.61,109,High,High,High,"High, High, High",15494
15497.0,18,29.35,9,High,Low,Low,"High, Low, Low",15497
15498.0,3,1207.42,454,High,High,High,"High, High, High",15498
15500.0,8,139.48000000000002,53,High,High,High,"High, High, High",15500
15502.0,16,392.57,161,High,High,High,"High, High, High",15502
15503.0,363,125.27,68,Low,High,High,"Low, High, High",15503
15504.0,81,29.01,13,Low,Low,Low,"Low, Low, Low",15504
15505.0,53,176.17,69,Low,High,High,"Low, High, High",15505
15506.0,23,230.58,153,High,High,High,"High, High, High",15506
15507.0,172,98.15,36,Low,High,High,"Low, High, High",15507
15508.0,189,223.28,82,Low,High,High,"Low, High, High",15508
15511.0,12,356.44,131,High,High,High,"High, High, High",15511
15512.0,156,13.65,7,Low,Low,Low,"Low, Low, Low",15512
15513.0,33,726.99,239,High,High,High,"High, High, High",15513
15514.0,12,371.91,161,High,High,High,"High, High, High",15514
15516.0,45,33.18,14,High,Low,Low,"High, Low, Low",15516
15517.0,233,35.85,25,Low,Low,Low,"Low, Low, Low",15517
15518.0,64,422.83,200,Low,High,High,"Low, High, High",15518
15520.0,2,30.85,17,High,Low,Low,"High, Low, Low",15520
15521.0,40,303.54,164,High,High,High,"High, High, High",15521
15522.0,33,52.89,55,High,High,Low,"High, High, Low",15522
15523.0,84,21.51,7,Low,Low,Low,"Low, Low, Low",15523
15525.0,2,329.48,164,High,High,High,"High, High, High",15525
15526.0,33,2.08,2,High,Low,Low,"High, Low, Low",15526
15527.0,19,309.4,139,High,High,High,"High, High, High",15527
15528.0,254,48.45,23,Low,Low,Low,"Low, Low, Low",15528
15529.0,23,1089.22,657,High,High,High,"High, High, High",15529
15530.0,22,189.42,90,High,High,High,"High, High, High",15530
15531.0,8,503.32,209,High,High,High,"High, High, High",15531
15532.0,25,631.42,221,High,High,High,"High, High, High",15532
15533.0,19,186.48,68,High,High,High,"High, High, High",15533
15535.0,173,149.05,53,Low,High,High,"Low, High, High",15535
15537.0,163,67.79,22,Low,Low,Low,"Low, Low, Low",15537
15539.0,7,53.84,40,High,High,Low,"High, High, Low",15539
15540.0,11,25.31,14,High,Low,Low,"High, Low, Low",15540
15541.0,114,60.730000000000004,29,Low,Low,Low,"Low, Low, Low",15541
15543.0,288,51.63,27,Low,Low,Low,"Low, Low, Low",15543
15544.0,9,400.24,256,High,High,High,"High, High, High",15544
15545.0,54,158.45,74,Low,High,High,"Low, High, High",15545
15547.0,7,1360.06,649,High,High,High,"High, High, High",15547
15549.0,77,246.33,101,Low,High,High,"Low, High, High",15549
15550.0,4,108.04,55,High,High,High,"High, High, High",15550
15551.0,37,39.6,20,High,Low,Low,"High, Low, Low",15551
15552.0,217,30.330000000000002,17,Low,Low,Low,"Low, Low, Low",15552
15553.0,60,98.63000000000001,52,Low,High,High,"Low, High, High",15553
15554.0,278,23.95,9,Low,Low,Low,"Low, Low, Low",15554
15555.0,12,1211.71,864,High,High,High,"High, High, High",15555
15556.0,24,35.79,28,High,Low,Low,"High, Low, Low",15556
15557.0,29,39.19,16,High,Low,Low,"High, Low, Low",15557
15561.0,12,55.17,22,High,Low,Low,"High, Low, Low",15561
15563.0,22,150.94,99,High,High,High,"High, High, High",15563
15565.0,50,11.780000000000001,5,High,Low,Low,"High, Low, Low",15565
15567.0,19,6.42,3,High,Low,Low,"High, Low, Low",15567
15568.0,3,118.54,52,High,High,High,"High, High, High",15568
15569.0,132,31.42,19,Low,Low,Low,"Low, Low, Low",15569
15570.0,7,651.98,263,High,High,High,"High, High, High",15570
15571.0,12,119.68,52,High,High,High,"High, High, High",15571
15572.0,5,404.89,194,High,High,High,"High, High, High",15572
15573.0,32,212.97,93,High,High,High,"High, High, High",15573
15574.0,178,308.76,155,Low,High,High,"Low, High, High",15574
15576.0,38,90.41,37,High,High,High,"High, High, High",15576
15577.0,151,70.01,34,Low,Low,Low,"Low, Low, Low",15577
15578.0,162,23.1,12,Low,Low,Low,"Low, Low, Low",15578
15579.0,69,95.73,38,Low,High,High,"Low, High, High",15579
15581.0,131,328.11,139,Low,High,High,"Low, High, High",15581
15582.0,25,95.52,43,High,High,High,"High, High, High",15582
15584.0,24,288.79,113,High,High,High,"High, High, High",15584
15585.0,177,62.24,30,Low,Low,Low,"Low, Low, Low",15585
15587.0,50,15.27,5,High,Low,Low,"High, Low, Low",15587
15589.0,256,58.64,25,Low,Low,Low,"Low, Low, Low",15589
15592.0,47,36.01,22,High,Low,Low,"High, Low, Low",15592
15593.0,71,16.65,5,Low,Low,Low,"Low, Low, Low",15593
15594.0,16,266.46,95,High,High,High,"High, High, High",15594
15596.0,101,195.76,64,Low,High,High,"Low, High, High",15596
15597.0,35,35.4,22,High,Low,Low,"High, Low, Low",15597
15598.0,53,27.29,13,Low,Low,Low,"Low, Low, Low",15598
15599.0,27,60.43,47,High,High,Low,"High, High, Low",15599
15601.0,11,688.16,345,High,High,High,"High, High, High",15601
15602.0,8,56.25,28,High,Low,Low,"High, Low, Low",15602
15604.0,52,26.240000000000002,17,Low,Low,Low,"Low, Low, Low",15604
15605.0,36,174.17000000000002,53,High,High,High,"High, High, High",15605
15606.0,61,257.4,72,Low,High,High,"Low, High, High",15606
15607.0,337,6.78,12,Low,Low,Low,"Low, Low, Low",15607
15608.0,60,113.61,48,Low,High,High,"Low, High, High",15608
15609.0,184,41.44,14,Low,Low,Low,"Low, Low, Low",15609
15610.0,52,11.24,6,Low,Low,Low,"Low, Low, Low",15610
15611.0,10,96.56,27,High,Low,High,"High, Low, High",15611
15612.0,36,21.85,5,High,Low,Low,"High, Low, Low",15612
15615.0,10,761.92,374,High,High,High,"High, High, High",15615
15618.0,33,96.34100000000001,43,High,High,High,"High, High, High",15618
15619.0,11,4.15,1,High,Low,Low,"High, Low, Low",15619
15620.0,57,176.76,80,Low,High,High,"Low, High, High",15620
15621.0,4,12.99,9,High,Low,Low,"High, Low, Low",15621
15622.0,43,395.3,155,High,High,High,"High, High, High",15622
15623.0,141,45.72,15,Low,Low,Low,"Low, Low, Low",15623
15624.0,117,91.28,29,Low,Low,High,"Low, Low, High",15624
15625.0,104,95.98,56,Low,High,High,"Low, High, High",15625
15626.0,75,68.96000000000001,43,Low,High,Low,"Low, High, Low",15626
15628.0,5,298.74,144,High,High,High,"High, High, High",15628
15630.0,45,102.68,53,High,High,High,"High, High, High",15630
15632.0,16,342.51,147,High,High,High,"High, High, High",15632
15634.0,17,47.95,14,High,Low,Low,"High, Low, Low",15634
15636.0,90,54.43,22,Low,Low,Low,"Low, Low, Low",15636
15637.0,53,45.400000000000006,15,Low,Low,Low,"Low, Low, Low",15637
15639.0,134,20.46,17,Low,Low,Low,"Low, Low, Low",15639
15640.0,4,871.63,412,High,High,High,"High, High, High",15640
15641.0,105,202.0,111,Low,High,High,"Low, High, High",15641
15643.0,192,53.24,22,Low,Low,Low,"Low, Low, Low",15643
15644.0,166,392.2,234,Low,High,High,"Low, High, High",15644
15645.0,19,126.54,48,High,High,High,"High, High, High",15645
15646.0,158,55.97,29,Low,Low,Low,"Low, Low, Low",15646
15648.0,204,71.9,20,Low,Low,Low,"Low, Low, Low",15648
15651.0,37,65.64,29,High,Low,Low,"High, Low, Low",15651
15652.0,91,46.22,17,Low,Low,Low,"Low, Low, Low",15652
15653.0,116,4.0,4,Low,Low,Low,"Low, Low, Low",15653
15654.0,9,36.28,13,High,Low,Low,"High, Low, Low",15654
15655.0,243,57.58,29,Low,Low,Low,"Low, Low, Low",15655
15656.0,45,90.23,35,High,Low,High,"High, Low, High",15656
15657.0,23,1.25,1,High,Low,Low,"High, Low, Low",15657
15658.0,190,107.95,29,Low,Low,High,"Low, Low, High",15658
15659.0,44,9.7,4,High,Low,Low,"High, Low, Low",15659
15660.0,25,151.39,82,High,High,High,"High, High, High",15660
15661.0,317,1.6500000000000001,3,Low,Low,Low,"Low, Low, Low",15661
15663.0,106,22.2,8,Low,Low,Low,"Low, Low, Low",15663
15664.0,51,45.81,15,High,Low,Low,"High, Low, Low",15664
15665.0,168,198.0,103,Low,High,High,"Low, High, High",15665
15667.0,40,20.22,13,High,Low,Low,"High, Low, Low",15667
15669.0,40,64.67,27,High,Low,Low,"High, Low, Low",15669
15670.0,297,29.85,11,Low,Low,Low,"Low, Low, Low",15670
15671.0,26,107.41,60,High,High,High,"High, High, High",15671
15673.0,88,325.34000000000003,139,Low,High,High,"Low, High, High",15673
15674.0,73,251.03,101,Low,High,High,"Low, High, High",15674
15675.0,81,29.66,13,Low,Low,Low,"Low, Low, Low",15675
15676.0,19,364.40000000000003,174,High,High,High,"High, High, High",15676
15677.0,49,80.06,30,High,Low,Low,"High, Low, Low",15677
15678.0,53,22.4,11,Low,Low,Low,"Low, Low, Low",15678
15679.0,24,119.13,102,High,High,High,"High, High, High",15679
15680.0,9,150.78,70,High,High,High,"High, High, High",15680
15681.0,25,95.86,52,High,High,High,"High, High, High",15681
15683.0,117,20.78,9,Low,Low,Low,"Low, Low, Low",15683
15687.0,9,376.57,133,High,High,High,"High, High, High",15687
15689.0,120,23.85,8,Low,Low,Low,"Low, Low, Low",15689
15690.0,4,12.11,16,High,Low,Low,"High, Low, Low",15690
15692.0,28,22.85,12,High,Low,Low,"High, Low, Low",15692
15694.0,8,197.44,52,High,High,High,"High, High, High",15694
15695.0,267,50.480000000000004,20,Low,Low,Low,"Low, Low, Low",15695
15696.0,33,447.53000000000003,148,High,High,High,"High, High, High",15696
15699.0,18,41.96,13,High,Low,Low,"High, Low, Low",15699
15700.0,172,190.73,79,Low,High,High,"Low, High, High",15700
15701.0,2,453.74,211,High,High,High,"High, High, High",15701
15703.0,265,14.65,5,Low,Low,Low,"Low, Low, Low",15703
15704.0,140,212.2,96,Low,High,High,"Low, High, High",15704
15705.0,201,3.25,1,Low,Low,Low,"Low, Low, Low",15705
15706.0,65,134.69,40,Low,High,High,"Low, High, High",15706
15707.0,35,387.67,202,High,High,High,"High, High, High",15707
15708.0,41,745.87,236,High,High,High,"High, High, High",15708
15709.0,284,12.9,4,Low,Low,Low,"Low, Low, Low",15709
15712.0,9,118.08,44,High,High,High,"High, High, High",15712
15713.0,143,42.53,14,Low,Low,Low,"Low, Low, Low",15713
15714.0,12,59.45,30,High,Low,Low,"High, Low, Low",15714
15716.0,146,249.95,112,Low,High,High,"Low, High, High",15716
15717.0,234,17.3,7,Low,Low,Low,"Low, Low, Low",15717
15719.0,33,1762.07,901,High,High,High,"High, High, High",15719
15720.0,24,228.27,118,High,High,High,"High, High, High",15720
15721.0,12,178.66,89,High,High,High,"High, High, High",15721
15722.0,36,125.65,50,High,High,High,"High, High, High",15722
15723.0,365,88.1,39,Low,High,High,"Low, High, High",15723
15724.0,201,37.55,11,Low,Low,Low,"Low, Low, Low",15724
15725.0,15,76.59,31,High,Low,Low,"High, Low, Low",15725
15727.0,17,570.86,269,High,High,High,"High, High, High",15727
15729.0,213,18.75,5,Low,Low,Low,"Low, Low, Low",15729
15730.0,66,135.74,61,Low,High,High,"Low, High, High",15730
15732.0,212,26.18,13,Low,Low,Low,"Low, Low, Low",15732
15733.0,283,18.55,7,Low,Low,Low,"Low, Low, Low",15733
15734.0,115,38.84,15,Low,Low,Low,"Low, Low, Low",15734
15737.0,15,155.92000000000002,58,High,High,High,"High, High, High",15737
15738.0,19,324.16,147,High,High,High,"High, High, High",15738
15739.0,66,15.65,3,Low,Low,Low,"Low, Low, Low",15739
15740.0,49,21.86,8,High,Low,Low,"High, Low, Low",15740
15743.0,16,247.08,69,High,High,High,"High, High, High",15743
15744.0,78,0.29,1,Low,Low,Low,"Low, Low, Low",15744
15745.0,19,178.74,53,High,High,High,"High, High, High",15745
15746.0,134,41.25,27,Low,Low,Low,"Low, Low, Low",15746
15747.0,13,177.64,85,High,High,High,"High, High, High",15747
15748.0,40,68.51,20,High,Low,Low,"High, Low, Low",15748
15750.0,3,589.26,274,High,High,High,"High, High, High",15750
15752.0,40,699.98,408,High,High,High,"High, High, High",15752
15754.0,51,76.27,28,High,Low,Low,"High, Low, Low",15754
15755.0,10,298.76,122,High,High,High,"High, High, High",15755
15756.0,61,402.03000000000003,184,Low,High,High,"Low, High, High",15756
15757.0,66,109.62,42,Low,High,High,"Low, High, High",15757
15758.0,25,39.85,9,High,Low,Low,"High, Low, Low",15758
15759.0,297,9.27,4,Low,Low,Low,"Low, Low, Low",15759
15762.0,65,80.72,31,Low,Low,High,"Low, Low, High",15762
15763.0,32,137.52,38,High,High,High,"High, High, High",15763
15764.0,88,327.09,158,Low,High,High,"Low, High, High",15764
15766.0,64,14.59,9,Low,Low,Low,"Low, Low, Low",15766
15768.0,116,55.13,23,Low,Low,Low,"Low, Low, Low",15768
15769.0,235,6.78,2,Low,Low,Low,"Low, Low, Low",15769
15773.0,6,9.56,8,High,Low,Low,"High, Low, Low",15773
15774.0,69,69.2,20,Low,Low,Low,"Low, Low, Low",15774
15775.0,245,8.8,6,Low,Low,Low,"Low, Low, Low",15775
15776.0,133,34.82,13,Low,Low,Low,"Low, Low, Low",15776
15777.0,241,30.64,13,Low,Low,Low,"Low, Low, Low",15777
15780.0,184,71.22,24,Low,Low,Low,"Low, Low, Low",15780
15781.0,25,27.700000000000003,15,High,Low,Low,"High, Low, Low",15781
15782.0,10,96.82000000000001,24,High,Low,High,"High, Low, High",15782
15783.0,11,31.19,10,High,Low,Low,"High, Low, Low",15783
15785.0,33,99.03,64,High,High,High,"High, High, High",15785
15786.0,46,466.63,242,High,High,High,"High, High, High",15786
15787.0,26,332.83,194,High,High,High,"High, High, High",15787
15789.0,358,23.47,22,Low,Low,Low,"Low, Low, Low",15789
15790.0,10,75.73,29,High,Low,Low,"High, Low, Low",15790
15791.0,44,173.93,65,High,High,High,"High, High, High",15791
15793.0,15,5.58,3,High,Low,Low,"High, Low, Low",15793
15795.0,150,49.0,35,Low,Low,Low,"Low, Low, Low",15795
15796.0,1,328.25,114,High,High,High,"High, High, High",15796
15799.0,76,153.02,87,Low,High,High,"Low, High, High",15799
15800.0,107,251.76000000000002,111,Low,High,High,"Low, High, High",15800
15801.0,46,151.46,60,High,High,High,"High, High, High",15801
15803.0,51,9.99,5,High,Low,Low,"High, Low, Low",15803
15804.0,1,518.8,226,High,High,High,"High, High, High",15804
15805.0,23,608.59,270,High,High,High,"High, High, High",15805
15806.0,46,59.47,27,High,Low,Low,"High, Low, Low",15806
15807.0,50,97.45,45,High,High,High,"High, High, High",15807
15808.0,306,505.3,178,Low,High,High,"Low, High, High",15808
15809.0,36,49.72,23,High,Low,Low,"High, Low, Low",15809
15810.0,79,152.1,84,Low,High,High,"Low, High, High",15810
15811.0,22,340.48,119,High,High,High,"High, High, High",15811
15812.0,107,67.83,26,Low,Low,Low,"Low, Low, Low",15812
15813.0,208,73.45,30,Low,Low,Low,"Low, Low, Low",15813
15814.0,17,96.6,53,High,High,High,"High, High, High",15814
15815.0,64,37.32,19,Low,Low,Low,"Low, Low, Low",15815
15819.0,49,205.68,115,High,High,High,"High, High, High",15819
15820.0,320,36.99,16,Low,Low,Low,"Low, Low, Low",15820
15821.0,44,128.68,52,High,High,High,"High, High, High",15821
15822.0,3,61.49,27,High,Low,Low,"High, Low, Low",15822
15825.0,172,37.59,17,Low,Low,Low,"Low, Low, Low",15825
15826.0,56,144.45000000000002,59,Low,High,High,"Low, High, High",15826
15827.0,73,227.76,89,Low,High,High,"Low, High, High",15827
15829.0,99,38.54,41,Low,High,Low,"Low, High, Low",15829
15830.0,38,63.64,33,High,Low,Low,"High, Low, Low",15830
15831.0,58,97.4,53,Low,High,High,"Low, High, High",15831
15832.0,254,117.1,53,Low,High,High,"Low, High, High",15832
15834.0,70,598.78,244,Low,High,High,"Low, High, High",15834
15835.0,44,103.55,46,High,High,High,"High, High, High",15835
15836.0,50,13.54,4,High,Low,Low,"High, Low, Low",15836
15837.0,65,41.09,18,Low,Low,Low,"Low, Low, Low",15837
15838.0,25,32.410000000000004,10,High,Low,Low,"High, Low, Low",15838
15839.0,33,131.25,60,High,High,High,"High, High, High",15839
15840.0,59,43.97,24,Low,Low,Low,"Low, Low, Low",15840
15841.0,73,55.34,37,Low,High,Low,"Low, High, Low",15841
15843.0,304,18.9,5,Low,Low,Low,"Low, Low, Low",15843
15844.0,46,8.78,10,High,Low,Low,"High, Low, Low",15844
15845.0,18,270.18,119,High,High,High,"High, High, High",15845
15847.0,38,40.64,18,High,Low,Low,"High, Low, Low",15847
15850.0,19,141.13,94,High,High,High,"High, High, High",15850
15852.0,187,35.56,19,Low,Low,Low,"Low, Low, Low",15852
15853.0,52,44.08,30,Low,Low,Low,"Low, Low, Low",15853
15854.0,4,362.16,130,High,High,High,"High, High, High",15854
15855.0,137,150.88,80,Low,High,High,"Low, High, High",15855
15856.0,4,928.8100000000001,557,High,High,High,"High, High, High",15856
15857.0,19,9.8,12,High,Low,Low,"High, Low, Low",15857
15858.0,16,287.22,175,High,High,High,"High, High, High",15858
15860.0,41,357.81,129,High,High,High,"High, High, High",15860
15861.0,12,806.72,530,High,High,High,"High, High, High",15861
15862.0,8,297.2,134,High,High,High,"High, High, High",15862
15863.0,26,40.36,15,High,Low,Low,"High, Low, Low",15863
15864.0,67,29.35,9,Low,Low,Low,"Low, Low, Low",15864
15865.0,41,55.59,24,High,Low,Low,"High, Low, Low",15865
15866.0,101,106.9,40,Low,High,High,"Low, High, High",15866
15867.0,5,828.03,372,High,High,High,"High, High, High",15867
15869.0,277,31.77,14,Low,Low,Low,"Low, Low, Low",15869
15870.0,33,120.19,74,High,High,High,"High, High, High",15870
15872.0,15,217.29,123,High,High,High,"High, High, High",15872
15874.0,64,199.98,82,Low,High,High,"Low, High, High",15874
15877.0,2,204.69,124,High,High,High,"High, High, High",15877
15880.0,369,200.97,103,Low,High,High,"Low, High, High",15880
15881.0,312,72.59,23,Low,Low,Low,"Low, Low, Low",15881
15882.0,199,41.78,21,Low,Low,Low,"Low, Low, Low",15882
15883.0,2,109.33,46,High,High,High,"High, High, High",15883
15885.0,93,39.7,13,Low,Low,Low,"Low, Low, Low",15885
15886.0,60,24.45,9,Low,Low,Low,"Low, Low, Low",15886
15888.0,81,16.82,11,Low,Low,Low,"Low, Low, Low",15888
15889.0,157,200.27,87,Low,High,High,"Low, High, High",15889
15891.0,227,112.24,55,Low,High,High,"Low, High, High",15891
15894.0,253,74.54,40,Low,High,Low,"Low, High, Low",15894
15895.0,150,17.6,9,Low,Low,Low,"Low, Low, Low",15895
15897.0,194,48.94,21,Low,Low,Low,"Low, Low, Low",15897
15898.0,1,163.35,71,High,High,High,"High, High, High",15898
15899.0,369,3.75,3,Low,Low,Low,"Low, Low, Low",15899
15900.0,24,103.61,51,High,High,High,"High, High, High",15900
15901.0,17,181.23,108,High,High,High,"High, High, High",15901
15903.0,10,87.12,53,High,High,High,"High, High, High",15903
15904.0,8,52.15,27,High,Low,Low,"High, Low, Low",15904
15906.0,20,374.11,138,High,High,High,"High, High, High",15906
15907.0,4,511.62,234,High,High,High,"High, High, High",15907
15909.0,174,13.02,7,Low,Low,Low,"Low, Low, Low",15909
15910.0,1,417.6,260,High,High,High,"High, High, High",15910
15912.0,178,29.87,18,Low,Low,Low,"Low, Low, Low",15912
15916.0,16,355.88,134,High,High,High,"High, High, High",15916
15917.0,248,24.150000000000002,9,Low,Low,Low,"Low, Low, Low",15917
15918.0,191,100.57,40,Low,High,High,"Low, High, High",15918
15919.0,20,314.74,139,High,High,High,"High, High, High",15919
15920.0,154,120.61,59,Low,High,High,"Low, High, High",15920
15921.0,173,51.34,20,Low,Low,Low,"Low, Low, Low",15921
15922.0,373,24.75,7,Low,Low,Low,"Low, Low, Low",15922
15923.0,373,40.35,17,Low,Low,Low,"Low, Low, Low",15923
15925.0,194,22.0,11,Low,Low,Low,"Low, Low, Low",15925
15930.0,67,67.98,19,Low,Low,Low,"Low, Low, Low",15930
15932.0,4,134.37,93,High,High,High,"High, High, High",15932
15933.0,21,139.46,70,High,High,High,"High, High, High",15933
15935.0,239,10.22,10,Low,Low,Low,"Low, Low, Low",15935
15937.0,64,16.6,7,Low,Low,Low,"Low, Low, Low",15937
15938.0,112,30.77,15,Low,Low,Low,"Low, Low, Low",15938
15939.0,90,45.589999999999996,32,Low,Low,Low,"Low, Low, Low",15939
15942.0,134,17.509999999999998,11,Low,Low,Low,"Low, Low, Low",15942
15944.0,277,19.55,5,Low,Low,Low,"Low, Low, Low",15944
15945.0,365,0.85,1,Low,Low,Low,"Low, Low, Low",15945
15947.0,83,24.54,10,Low,Low,Low,"Low, Low, Low",15947
15948.0,8,150.64000000000001,59,High,High,High,"High, High, High",15948
15949.0,17,34.25,18,High,Low,Low,"High, Low, Low",15949
15950.0,32,242.28,89,High,High,High,"High, High, High",15950
15951.0,9,82.88,35,High,Low,High,"High, Low, High",15951
15952.0,34,223.44,83,High,High,High,"High, High, High",15952
15953.0,15,177.49,83,High,High,High,"High, High, High",15953
15955.0,24,413.0,169,High,High,High,"High, High, High",15955
15957.0,32,97.19,40,High,High,High,"High, High, High",15957
15958.0,74,11.39,5,Low,Low,Low,"Low, Low, Low",15958
15963.0,20,49.28,26,High,Low,Low,"High, Low, Low",15963
15965.0,17,245.43,117,High,High,High,"High, High, High",15965
15967.0,23,195.48,79,High,High,High,"High, High, High",15967
15969.0,3,39.050000000000004,11,High,Low,Low,"High, Low, Low",15969
15970.0,304,28.6,11,Low,Low,Low,"Low, Low, Low",15970
15971.0,53,28.8,12,Low,Low,Low,"Low, Low, Low",15971
15973.0,367,5.7,2,Low,Low,Low,"Low, Low, Low",15973
15974.0,39,361.86,158,High,High,High,"High, High, High",15974
15975.0,84,51.440000000000005,24,Low,Low,Low,"Low, Low, Low",15975
15976.0,165,191.44,92,Low,High,High,"Low, High, High",15976
15977.0,17,114.22,49,High,High,High,"High, High, High",15977
15978.0,77,76.31,44,Low,High,Low,"Low, High, Low",15978
15980.0,89,68.95,29,Low,Low,Low,"Low, Low, Low",15980
15981.0,25,188.71,84,High,High,High,"High, High, High",15981
15983.0,22,199.92,104,High,High,High,"High, High, High",15983
15984.0,3,583.91,252,High,High,High,"High, High, High",15984
15985.0,123,40.49,26,Low,Low,Low,"Low, Low, Low",15985
15986.0,30,11.49,11,High,Low,Low,"High, Low, Low",15986
15987.0,12,221.23,127,High,High,High,"High, High, High",15987
15988.0,19,52.510000000000005,23,High,Low,Low,"High, Low, Low",15988
15990.0,44,103.0,45,High,High,High,"High, High, High",15990
15992.0,4,3.38,2,High,Low,Low,"High, Low, Low",15992
15993.0,9,856.5500000000001,514,High,High,High,"High, High, High",15993
15994.0,55,90.43,32,Low,Low,High,"Low, Low, High",15994
15996.0,88,302.46,110,Low,High,High,"Low, High, High",15996
15998.0,37,847.23,456,High,High,High,"High, High, High",15998
16003.0,30,198.85,93,High,High,High,"High, High, High",16003
16005.0,12,408.79,205,High,High,High,"High, High, High",16005
16006.0,211,12.620000000000001,8,Low,Low,Low,"Low, Low, Low",16006
16007.0,48,631.63,377,High,High,High,"High, High, High",16007
16008.0,24,61.34,31,High,Low,Low,"High, Low, Low",16008
16009.0,22,161.15,75,High,High,High,"High, High, High",16009
16010.0,246,191.25,86,Low,High,High,"Low, High, High",16010
16011.0,8,403.26,206,High,High,High,"High, High, High",16011
16012.0,35,171.14000000000001,85,High,High,High,"High, High, High",16012
16013.0,8,51.95,41,High,High,Low,"High, High, Low",16013
16014.0,38,330.3,137,High,High,High,"High, High, High",16014
16015.0,4,208.63,176,High,High,High,"High, High, High",16015
16016.0,3,560.16,220,High,High,High,"High, High, High",16016
